Customer ID,Customer Verbatim
0623-GDISB,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
2892-GESUL,Agent notes: Customer is highly satisfied. They love the reliable phone connection and said they always recommend us to their friends.
2043-WVTQJ,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Cable internet.
8034-RYTVV,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
3863-QSTYI,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
5044-LRQAQ,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
1716-LSAMB,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
1333-PBMXB,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
6546-OPBBH,Agent notes: Customer is highly satisfied. They love the reliable phone connection and said they always recommend us to their friends.
9127-QRZMH,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
5919-VCZYM,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
9644-KVCNC,Support note: assisted customer with resetting their password. Service is running normally.
2137-DQMEV,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the DSL internet.
8174-LNWMW,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
7964-VEXDG,Customer is satisfied with the Fiber Optic internet speed but feels the monthly cost is slightly high compared to new customer promotions.
2404-JIBFC,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the DSL internet.
4632-PAOYU,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
2990-OGYTD,Agent notes: Customer is highly satisfied. They love the reliable DSL internet and said they always recommend us to their friends.
7880-XSOJX,Customer is satisfied with the DSL internet speed but feels the monthly cost is slightly high compared to new customer promotions.
4589-IUAJB,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
8457-XIGKN,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
6072-NUQCB,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
8838-GPHZP,Support note: Customer is satisfied. They praised the paperless billing and automatic payment setup for being seamless.
8750-QWZAJ,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
6918-UMQCG,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
0675-NCDYU,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
6339-DKLMK,Customer is satisfied with the DSL internet speed but feels the monthly cost is slightly high compared to new customer promotions.
1346-PJWTK,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
5088-QZLRL,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
4397-FRLTA,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
3057-VJJQE,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
2302-OUZXB,Customer called to add another line and commented on how reliable our network has been throughout their tenure.
2270-CHBFN,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
5982-FPVQN,Chat transcript: 'Just wanted to say thank you to the support team for resolving my query so fast. Great customer service!'
9107-UKCKY,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
4654-ULTTN,Customer is satisfied with the DSL internet speed but feels the monthly cost is slightly high compared to new customer promotions.
5546-BYZSM,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
1492-KGETH,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
4163-HFTUK,Support note: assisted customer with resetting their password. Service is running normally.
8215-NGSPE,Customer is satisfied with the phone connection speed but feels the monthly cost is slightly high compared to new customer promotions.
8859-YSTWS,Agent notes: Customer is highly satisfied. They love the reliable phone connection and said they always recommend us to their friends.
7601-DHFWZ,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
1998-VHJHK,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
0487-VVUVK,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the phone connection.
5063-IUOKK,Agent notes: Customer is highly satisfied. They love the reliable phone connection and said they always recommend us to their friends.
4508-OEBEY,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
0027-KWYKW,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
2308-STERM,Customer called to add another line and commented on how reliable our network has been throughout their tenure.
5982-XMDEX,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
6051-PTVNS,Agent notes: Customer is highly satisfied. They love the reliable phone connection and said they always recommend us to their friends.
2877-VDUER,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the DSL internet.
9152-AMKAK,Chat transcript: 'Just wanted to say thank you to the support team for resolving my query so fast. Great customer service!'
9432-VOFYX,Support note: Customer is satisfied. They praised the paperless billing and automatic payment setup for being seamless.
8049-WJCLQ,Customer is satisfied with the DSL internet speed but feels the monthly cost is slightly high compared to new customer promotions.
6586-PSJOX,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the DSL internet.
9705-ZJBCG,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
9670-BPNXF,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the DSL internet.
3913-FCUUW,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
3301-VKTGC,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
9555-SAHUZ,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
0816-TSPHQ,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
9932-WBWIK,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
5286-YHCVC,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
9115-YQHGA,Support note: Customer is satisfied. They praised the paperless billing and automatic payment setup for being seamless.
8963-MQVYN,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
2458-EOMRE,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
6542-LWGXJ,Support note: assisted customer with resetting their password. Service is running normally.
5567-GZKQY,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
1222-LRYKO,Customer is satisfied with the phone connection speed but feels the monthly cost is slightly high compared to new customer promotions.
2087-QAREY,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
4423-JWZJN,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
6490-FGZAT,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
7452-FOLON,Agent notes: Customer is highly satisfied. They love the reliable phone connection and said they always recommend us to their friends.
2320-TZRRH,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
4942-VZZOM,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
7502-BNYGS,Chat transcript: 'Just wanted to say thank you to the support team for resolving my query so fast. Great customer service!'
6147-CBCRA,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
6047-SUHPR,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
9752-ZNQUT,Customer expressed irritation about a long wait time to reach an agent.
5666-MBJPT,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
7312-XSBAT,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the DSL internet.
3096-GKWEB,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
2371-JQHZZ,Agent notes: Customer is highly satisfied. They love the reliable Fiber Optic internet and said they always recommend us to their friends.
0674-GCDXG,Customer is satisfied with the DSL internet speed but feels the monthly cost is slightly high compared to new customer promotions.
1121-QSIVB,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
4396-KLSEH,Chat transcript: 'Just wanted to say thank you to the support team for resolving my query so fast. Great customer service!'
2824-MYYBN,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
6345-HOVES,Support note: assisted customer with resetting their password. Service is running normally.
8318-LCNBW,Agent notes: Customer is highly satisfied. They love the reliable DSL internet and said they always recommend us to their friends.
6469-QJKZW,Customer is satisfied with the phone connection speed but feels the monthly cost is slightly high compared to new customer promotions.
6370-ZVHDV,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
5915-DGNVC,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
6260-XLACS,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
3566-CAAYU,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
4983-CCWMC,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
9103-CXVOK,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
2896-TBNBE,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
3841-CONLJ,Customer is satisfied with the DSL internet speed but feels the monthly cost is slightly high compared to new customer promotions.
4475-NVTLU,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the phone connection.
9386-LDCZR,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
9585-KKMFD,Support note: assisted customer with resetting their password. Service is running normally.
5399-ZIMKF,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
0336-KXKFK,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
5619-XZZKR,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
3948-FVVRP,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
0983-TATYJ,Support note: assisted customer with resetting their password. Service is running normally.
1813-JYWTO,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
6719-OXYBR,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
6476-YHMGA,Agent notes: Customer is highly satisfied. They love the reliable DSL internet and said they always recommend us to their friends.
0168-XZKBB,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
3785-NRHYR,Frustrated chat transcript: 'My phone connection has been down twice this week. I work from home and this is unacceptable. I want a refund.'
4537-DKTAL,App review: 'Been a customer for years and the connection has never let me down. Highly recommend!'
5602-BVFMK,App review: 'Been a customer for years and the connection has never let me down. Highly recommend!'
6297-NOOPG,Support note: assisted customer with resetting their password. Service is running normally.
8204-TIFGJ,Support note: assisted customer with resetting their password. Service is running normally.
8903-XEBGX,Support note: assisted customer with resetting their password. Service is running normally.
1089-XZWHH,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
2325-WINES,Customer is satisfied with the Fiber Optic internet speed but feels the monthly cost is slightly high compared to new customer promotions.
6064-ZATLR,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the DSL internet.
7824-PANSQ,App review: 'Been a customer for years and the connection has never let me down. Highly recommend!'
9648-BCHKM,Support note: assisted customer with resetting their password. Service is running normally.
2888-ADFAO,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
8707-HOEDG,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
4072-IPYLT,Frustrated chat transcript: 'My DSL internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
7167-PCEYD,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
4936-YPJNK,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
4817-KEQSP,Support note: assisted customer with resetting their password. Service is running normally.
6408-WHTEF,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
9251-AWQGT,Support note: Customer is satisfied. They praised the paperless billing and automatic payment setup for being seamless.
8749-CLJXC,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
7989-VCQOH,Customer is satisfied with the DSL internet speed but feels the monthly cost is slightly high compared to new customer promotions.
8882-TLVRW,Customer is satisfied with the DSL internet speed but feels the monthly cost is slightly high compared to new customer promotions.
3580-GICBM,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
9730-DRTMJ,App review: 'Been a customer for years and the connection has never let me down. Highly recommend!'
4686-UXDML,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
0932-YIXYU,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
7480-SPLEF,Agent notes: Customer is highly satisfied. They love the reliable phone connection and said they always recommend us to their friends.
7636-XUHWW,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
1431-CYWMH,Agent notes: Customer is highly satisfied. They love the reliable phone connection and said they always recommend us to their friends.
6349-JDHQP,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
5847-MXBEO,Chat transcript: 'Just wanted to say thank you to the support team for resolving my query so fast. Great customer service!'
1116-FRYVH,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
9633-XQABV,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
1183-CANVH,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the DSL internet.
1972-XMUWV,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
8679-LZBMD,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
3407-JMJQQ,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
6252-DFGTK,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
1539-LNKHM,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
8645-KOMJQ,Customer had a minor issue with the app login but loves the service overall.
0289-IVARM,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
9761-XUJWD,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
4057-FKCZK,Support note: assisted customer with resetting their password. Service is running normally.
4291-TPNFG,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
6087-YPWHO,Customer is satisfied with the DSL internet speed but feels the monthly cost is slightly high compared to new customer promotions.
3090-QFUVD,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
1722-LDZJS,Agent notes: Customer is highly satisfied. They love the reliable phone connection and said they always recommend us to their friends.
1818-ESQMW,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
7401-RUBNK,Agent notes: Customer is highly satisfied. They love the reliable Fiber Optic internet and said they always recommend us to their friends.
0506-YLVKJ,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
8661-BOYNW,Customer is satisfied with the DSL internet speed but feels the monthly cost is slightly high compared to new customer promotions.
4815-GBTCD,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
2805-AUFQN,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
0980-PVMRC,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
7233-DRTRF,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
3873-NFTGI,Customer is satisfied with the DSL internet speed but feels the monthly cost is slightly high compared to new customer promotions.
7048-GXDAY,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
8571-ZCMCX,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
1169-WCVAK,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
7129-CAKJW,App review: 'Been a customer for years and the connection has never let me down. Highly recommend!'
3570-YUEKJ,Agent notes: Customer is highly satisfied. They love the reliable DSL internet and said they always recommend us to their friends.
1555-HAPSU,Chat transcript: 'Just wanted to say thank you to the support team for resolving my query so fast. Great customer service!'
8464-EETCQ,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
2419-FSORS,Customer is satisfied with the Fiber Optic internet speed but feels the monthly cost is slightly high compared to new customer promotions.
8132-YPVBX,Customer had a minor issue with the app login but loves the service overall.
6754-LZUKA,Customer is satisfied with the DSL internet speed but feels the monthly cost is slightly high compared to new customer promotions.
8099-MZPUJ,Support note: assisted customer with resetting their password. Service is running normally.
0787-LHDYT,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
0374-IOEGQ,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
3197-NNYNB,Customer is satisfied with the Fiber Optic internet speed but feels the monthly cost is slightly high compared to new customer promotions.
3396-DKDEL,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
1752-OZXFY,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
9066-QRSDU,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
9867-NNXLC,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
5321-NTRKC,Support note: Customer is satisfied. They praised the paperless billing and automatic payment setup for being seamless.
3161-GETRM,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
0402-OAMEN,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
6933-VLYFX,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Cable internet.
6754-WKSHP,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
5055-MGMGF,Support note: assisted customer with resetting their password. Service is running normally.
4641-FROLU,Customer is satisfied with the phone connection speed but feels the monthly cost is slightly high compared to new customer promotions.
2862-JVEOY,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
2969-QWUBZ,Customer expressed irritation about a long wait time to reach an agent.
9822-BIIGN,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
1534-OULXE,Agent notes: Customer is highly satisfied. They love the reliable DSL internet and said they always recommend us to their friends.
2971-SGAFL,Support note: assisted customer with resetting their password. Service is running normally.
2905-KFQUV,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
3370-HXOPH,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
9391-YZEJW,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
9958-MEKUC,Support note: assisted customer with resetting their password. Service is running normally.
0281-CNTZX,Support note: assisted customer with resetting their password. Service is running normally.
9114-VEPUF,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
7876-BEUTG,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
2338-BQEZT,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
9873-MNDKV,Support note: assisted customer with resetting their password. Service is running normally.
8241-JUIQO,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
2194-IIQOF,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the DSL internet.
9631-RXVJM,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
9584-EXCDZ,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
5093-FEGLU,Agent notes: Customer is highly satisfied. They love the reliable phone connection and said they always recommend us to their friends.
2621-UDNLU,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
7526-IVLYU,Customer had a minor issue with the app login but loves the service overall.
9214-EKVXR,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
3410-MHHUM,Agent notes: Customer is highly satisfied. They love the reliable Fiber Optic internet and said they always recommend us to their friends.
2122-YWVYA,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
2296-DKZFP,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the DSL internet.
8909-BOLNL,Agent notes: Customer is highly satisfied. They love the reliable phone connection and said they always recommend us to their friends.
6603-YRDCJ,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
3229-USWAR,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
2138-VFAPZ,Customer is satisfied with the phone connection speed but feels the monthly cost is slightly high compared to new customer promotions.
6131-JLWZM,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
0269-XFESX,Agent notes: Customer is highly satisfied. They love the reliable phone connection and said they always recommend us to their friends.
1709-EJDOX,Support note: assisted customer with resetting their password. Service is running normally.
4316-XCSLJ,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
0383-CLDDA,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
2709-UQGNP,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
3549-ZTMNH,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
8033-ATFAS,Support note: assisted customer with resetting their password. Service is running normally.
0562-HKHML,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
8277-RVRSV,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
7054-ENNGU,Customer called to add another line and commented on how reliable our network has been throughout their tenure.
1455-HFBXA,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
9402-CXWPL,Customer had a minor issue with the app login but loves the service overall.
1628-BIZYP,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
0082-LDZUE,Agent notes: Customer is highly satisfied. They love the reliable DSL internet and said they always recommend us to their friends.
5343-SGUBI,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
0856-NAOES,App review: 'Been a customer for years and the connection has never let me down. Highly recommend!'
1976-AZZPJ,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
6156-UZDLF,Support note: assisted customer with resetting their password. Service is running normally.
3099-OONVS,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
9500-WBGRP,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
5183-KLYEM,Customer is satisfied with the Fiber Optic internet speed but feels the monthly cost is slightly high compared to new customer promotions.
5144-PQCDZ,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
8514-VZHEB,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
6625-IUTTT,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
0068-FIGTF,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
5965-GGPRW,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
8035-PWSEV,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
2236-HILPA,Customer called to add another line and commented on how reliable our network has been throughout their tenure.
1840-BIUOG,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
1356-MKYSK,Support note: assisted customer with resetting their password. Service is running normally.
6080-LNESI,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
1830-IPXVJ,Customer is satisfied with the phone connection speed but feels the monthly cost is slightly high compared to new customer promotions.
8398-TBIYD,Support note: assisted customer with resetting their password. Service is running normally.
9418-RUKPH,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
4712-AUQZO,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
9711-FJTBX,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
2908-ZTPNF,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
1414-YADCW,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
8756-RDDLT,Customer is satisfied with the Cable internet speed but feels the monthly cost is slightly high compared to new customer promotions.
2862-PFNIK,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
5816-QVHRX,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
4430-YHXGG,Chat transcript: 'Just wanted to say thank you to the support team for resolving my query so fast. Great customer service!'
6888-SBYAI,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
7395-XWZOY,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
7169-YWAMK,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
6859-RKMZJ,Support note: assisted customer with resetting their password. Service is running normally.
2729-VNVAP,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
2049-BAFNW,Support note: Customer is satisfied. They praised the paperless billing and automatic payment setup for being seamless.
3842-QTGDL,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
7163-OCEQI,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the DSL internet.
9782-LGXMC,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
5975-BAICR,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
4673-KKSLS,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
4853-OITSN,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
9800-OUIGR,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
2324-EFHVG,Customer is satisfied with the Fiber Optic internet speed but feels the monthly cost is slightly high compared to new customer promotions.
7094-MSZAO,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
6907-CQGPN,Chat transcript: 'Just wanted to say thank you to the support team for resolving my query so fast. Great customer service!'
0780-XNZFN,Chat transcript: 'Just wanted to say thank you to the support team for resolving my query so fast. Great customer service!'
0239-OXEXL,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
2675-IJRGJ,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
7049-GKVZY,Frustrated chat transcript: 'My Cable internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
8577-QSOCG,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
3721-CNZHX,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
0212-ISBBF,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
3585-YNADK,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
1099-GODLO,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
6828-HMKWP,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
1472-TNCWL,Customer is satisfied with the Fiber Optic internet speed but feels the monthly cost is slightly high compared to new customer promotions.
2080-GKCWQ,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
2193-SFWQW,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
5656-JAMLX,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
3462-BJQQA,Chat transcript: 'Just wanted to say thank you to the support team for resolving my query so fast. Great customer service!'
0442-TDYUO,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
6733-LRIZX,Customer is satisfied with the Fiber Optic internet speed but feels the monthly cost is slightly high compared to new customer promotions.
9503-XJUME,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
4367-NHWMM,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Cable internet.
3779-OSWCF,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
6736-DHUQI,Support note: assisted customer with resetting their password. Service is running normally.
1360-RCYRT,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
2724-FJDYW,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the DSL internet.
4451-RWASJ,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
3460-TJBWI,Customer called to add another line and commented on how reliable our network has been throughout their tenure.
5917-HBSDW,Customer called to add another line and commented on how reliable our network has been throughout their tenure.
0956-ACVZC,Support note: assisted customer with resetting their password. Service is running normally.
2325-NBPZG,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
4482-FTFFX,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
